title,date,stock,label
"13 Stocks To Watch For February 28, 2019",2019-02-28,ABB,0.0
"Best Buy Helped by Leasing Option, Investment In Services",2019-02-28,AAN,0.0
Sell-Side Raise AutoZone Price Targets Following Big Earnings Beat,2019-02-27,AAP,1.0
"Aceto shares are trading higher, now up over 100% in what looks to be a rebound from last week's weakness which was triggered by the company's announcement of Chapter 11 bankruptcy.",2019-02-27,ACET,1.0
"Altisource Asset Management Q4 EPS $(2.69) Down From $(1.15) YoY, Sales $4.02M Down From $4.08M YoY",2019-02-27,AAMC,1.0
Peabody Declares Supplemental Cash Dividend Of $1.85/Share To Augment $1.5B Buyback,2019-02-27,AAMC,1.0
72 Stocks Moving In Wednesday's Mid-Day Session,2019-02-27,AAMC,1.0
"ACADIA Pharmaceuticals Inc Q4 EPS $(0.50) Beats $(0.55) Estimate, Sales $59.57M Beat $59.46M Estimate",2019-02-26,ACAD,1.0
Advanced Auto Parts shares are trading higher in sympathy with AutoZone after AutoZone reported strong Q2 earnings.,2019-02-26,AAP,1.0
"ACADIA Pharmaceuticals Inc Q4 EPS $(0.50) Beats $(0.55) Estimate, Sales $59.571M Beat $59.46M Estimate",2019-02-26,ACAD,1.0
ACADIA Pharmaceuticals Sees FY19 NUPLAZID Sales $275M-$300M vs $297.15M Est.,2019-02-26,ACAD,1.0
"The Daily Biotech Pulse: Immunomedics CEO Departs, Ultragenyx Offering, Karyopharm Awaits FDA Panel Vote",2019-02-26,ACAD,1.0
"RBC Capital Maintains Outperform on Autodesk, Raises Price Target to $175",2019-02-25,ADSK,0.0
"First Majestic Silver Corp. Ordinary Shares (Canada) Q4 EPS $(0.05) Misses $0.01 Estimate, Sales $74.1M Up From $61.2M YoY",2019-02-25,AG,0.0
"Amazon Prime Cargo Jet Crashes In Texas, Killing 3",2019-02-25,AAWW,0.0
"Aerie Pharmaceuticals Q4 EPS $(0.92) Misses $(0.86) Estimate, Sales $14.456M Beat $13.22M Estimate",2019-02-25,AERI,0.0
Atlas Air Confirms Three Fatalities In Freighter Crash Outside Houston,2019-02-25,AAWW,0.0
"Benzinga's Top Upgrades, Downgrades For February 22, 2019",2019-02-22,AAOI,1.0
"DA Davidson: Near-Term Applied Optoelectronics Outlook Blurred By Inventory Congestion, China Weakness",2019-02-22,AAOI,1.0
Needham Downgrades Applied Optoelectronics to Hold,2019-02-22,AAOI,1.0
"UPDATE: DA Davidson Downgrades Applied Optoelectronics As Firm Notes 'With inventory levels growing at data center customers, visibility to overall revenue growth is muted",2019-02-22,AAOI,1.0
26 Stocks Moving In Friday's Pre-Market Session,2019-02-22,AAOI,1.0
Applied Optoelectronics Sees Q1 Sales $50M-$55M vs $64.6M Estimate,2019-02-21,AAOI,0.0
"Applied Optoelectronics Q4 EPS $(0.02) Beats $(0.04) Estimate, Sales $58.9M Miss $60.28M Estimate",2019-02-21,AAOI,0.0
Applied Optoelectronics Q4 Earnings Preview,2019-02-21,AAOI,0.0
"Barclays Maintains Overweight on Agilent Technologies, Raises Price Target to $83",2019-02-21,A,0.0
Aceto shares are trading lower on continued weakness after the company filed for Ch 11 bankruptcy relief and announced the proposed sale of its chemicals business for $338 million.,2019-02-21,ACET,0.0
"Agilent Sees Q2 Adj. EPS $0.70-$0.72 vs $0.72 Estimate, Sales $1.255B-$1.27B vs $1.27B Est.; Raises FY19 Guidance",2019-02-20,A,1.0
"Agilent Technologies Q1 EPS $0.76 Beats $0.73 Estimate, Sales $1.284B Beat $1.27B Estimate",2019-02-20,A,1.0
"Earnings Scheduled For February 20, 2019",2019-02-20,A,1.0
"10 Stocks To Watch For February 20, 2019",2019-02-20,A,1.0
"UPDATE: Agilent Raises FY19 Adj. EPS Guidance From $3-$3.05 To $3.03-$3.07 vs $3.05 Estimate, Sales From $5.13B-$5.17B To $5.15B-$5.19B vs $5.17B Est.",2019-02-20,A,1.0
"Advance Auto Parts shares are trading higher after the company reported Q4 EPS of $1.17, beating the $1.14 consensus estimate.",2019-02-19,AAP,1.0
A Peek Into The Markets: US Stock Futures Signal Lower Start On Wall Street,2019-02-19,AAP,1.0
Advanced Auto Parts Sees FY19 Sales $9.65B-$9.80B vs $9.78B Est.,2019-02-19,AAP,1.0
"Advance Auto Parts Q4 Adj. EPS $1.17 Beats $1.14 Estimate, Sales $2.105B Miss $2.11B Estimate",2019-02-19,AAP,1.0
"10 Stocks To Watch For February 19, 2019",2019-02-19,AAP,1.0
"Centers For Medicaid, Medicare Has Proposed Coverage With Evidence Development For CAR-T Therapy, Decision Would Provide Nationwide Consistency In CMS Coverage",2019-02-15,ABBV,1.0
"Earnings Scheduled For February 15, 2019",2019-02-15,ABR,1.0
"FDA Commissioner Scott Gottlieb Issues Statement On New Policy To Improve Access, Foster Price Competition For Drugs Which Face Inadequate Generic Competition; FDA To Advance Added Policies To Promote This Over Next Year",2019-02-15,ABBV,1.0
"Stocks Trading Ex Dividend For Fri., Feb. 15, 2019",2019-02-15,ABC,1.0
"Arbor Realty Trust Q4 EPS $0.29 Beats $0.28 Estimate, Sales $30.36M Beat $25.9M Estimate",2019-02-15,ABR,1.0
"JANA 13F Shows Liquidated Stakes In Alibaba, Agilent, US Steel, SVMK, Electronic Arts, Dollar Tree",2019-02-14,A,1.0
"Aaron's Sees FY19 Adj. EPS $3.65-$3.85 vs $3.91 Estimate, Sales $3.905B-$4.065B vs $3.99B Est.",2019-02-14,AAN,1.0
"Aaron's Q4 EPS $1.02 Misses $1.03 Estimate, Sales $993.2M Beat $976.72M Estimate",2019-02-14,AAN,1.0
"Earnings Scheduled For February 14, 2019",2019-02-14,AAN,1.0
"Stocks That Will Be Trading Ex Dividend Fri., Feb. 15, 2019",2019-02-14,ABC,1.0
"ACCO Brands Sees FY19 Adj. EPS $1.10-$1.20 vs $1.30 Est., Sales Down 3% To Flat",2019-02-13,ACCO,1.0
"AllianceBernstein Q4 Adj. EPS $0.64, Inline, Sales $804.66M Beat $706.19M Estimate",2019-02-13,AB,1.0
"Earnings Scheduled For February 13, 2019",2019-02-13,AB,1.0
"ACCO Brands Q4 Adj. EPS $0.41 Misses $0.43 Estimate, Sales $529.3M Miss $553.36M Estimate",2019-02-13,ACCO,1.0
35 Stocks Moving In Wednesday's Pre-Market Session,2019-02-13,ACCO,1.0
AllianceBernstein Q4 Earnings Outlook,2019-02-12,AB,1.0
Arch Capital Group Q4 EPS $0.46 Beats $0.38 Estimate,2019-02-12,ACGL,1.0
"Earnings Scheduled For February 12, 2019",2019-02-12,ACGL,1.0
"Deutsche Bank Maintains Buy on Agilent Technologies, Raises Price Target to $85",2019-02-12,A,1.0
8 Biggest Price Target Changes For Tuesday,2019-02-12,A,1.0
"UPDATE: Bank Of America On Analog Devices Also Sees 'the potential for ADI to accelerate dividend growth to align more with peers, on the back of stronger FCF and achievement of target leverage'",2019-02-11,ADI,0.0
BofA: Analog Devices A Potential Big Winner From 5G,2019-02-11,ADI,0.0
Achillion Pharma Announces Brian Di Donato CFO,2019-02-11,ACHN,0.0
UPDATE: Bank Of America Upgrades Analog Devices As Firm Sees 'the 2H narrative changing to ADI's leadership in radio frequency (RF) technology poised to jump 3x-4x as mobile networks migrate to 5G from 3G/4G',2019-02-11,ADI,0.0
AbbVie to Collaborate with Teneobio to Develop and Commercialize an Immunotherapeutic for the Treatment of Multiple Myeloma,2019-02-11,ABBV,0.0
"UPDATE: Stifel Upgrades Archer-Daniels Midland And Lowers Target From $55 To $52 As Firm Believes 'shares have largely priced in the tough comps in soybean crush margins and undervalue the share of potential earnings growth from ""controllables""'",2019-02-08,ADM,1.0
33 Stocks Moving In Friday's Pre-Market Session,2019-02-08,AAOI,1.0
Craig-Hallum Downgrades Axcelis Technologies to Hold,2019-02-08,ACLS,1.0
"Benzinga's Top Upgrades, Downgrades For February 8, 2019",2019-02-08,ADM,1.0
Benchmark Upgrades Axcelis Technologies to Buy,2019-02-08,ACLS,1.0
"H.C. Wainwright Assumes ADMA Biologics at Buy, Announces Price Target $10",2019-02-07,ADMA,0.0
Alliance Data Raises Qtr. Dividend From $0.57 To $0.63/Share,2019-02-07,ADS,0.0
"Alliance Data Sees FY19 Sales $8.1B vs $8.24B Estimate, Core EPS $22 vs $24.67 Est.",2019-02-07,ADS,0.0
54 Stocks Moving In Thursday's Mid-Day Session,2019-02-07,ADS,0.0
Analysts Divided Over Paylocity Valuation Following 'Clean Beat-And-Raise' Q2,2019-02-07,ADP,0.0
"Asbury Automotive Group Q4 Adj. EPS $2.20 Beats $2.05 Estimate, Sales $1.784B Beat $1.73B Estimate",2019-02-06,ABG,0.0
"Earnings Scheduled For February 6, 2019",2019-02-06,ABG,0.0
"After State Of the Union, Focus Turns Again To Earnings News, Geopolitics, Fed",2019-02-06,ADM,0.0
Axcelis Technologies Sees Q1 EPS $0.10-0.13 vs $0.23 Est; Sees Sales $90.0M-95.0M vs $101.45M Est,2019-02-06,ACLS,0.0
"Axcelis Technologies Q4 EPS $0.25 Beats $0.20 Estimate, Sales $105.7M Beat $99.83M Estimate",2019-02-06,ACLS,0.0
42 Stocks Moving In Tuesday's Mid-Day Session,2019-02-05,ADM,1.0
"Neurocrine Biosciences Sees FY19 Sales Milestones Under AbbVie Deal $20M; Ongoing SG&A, R&D Expenses Expected $550M-$600M",2019-02-05,ABBV,1.0
Mid-Day Market Update: Estee Lauder Jumps On Upbeat Earnings; Opko Health Shares Slide,2019-02-05,ADM,1.0
"Earnings Scheduled For February 5, 2019",2019-02-05,ACM,1.0
Mid-Afternoon Market Update: Crude Oil Down 1.5%; M/I Homes Shares Spike Higher,2019-02-05,ADM,1.0
"Accenture, Microsoft, In Conjunction With Their Joint Venture Avanade, Announced Launch Of Accenture Microsoft Business Group",2019-02-04,ACN,1.0
"Advanced Energy Industries Sees Q1 Adj. EPS $0.40-$0.55, Sales $138M-$148M",2019-02-04,AEIS,1.0
Q4 Earnings Outlook For Archer-Daniels Midland,2019-02-04,ADM,1.0
"Advanced Energy Indus Q4 EPS $0.73 Misses $0.76 Estimate, Sales $154.2M Miss $155.58M Estimate",2019-02-04,AEIS,1.0
Advanced Energy Industries shares are trading lower after the company reported Q4 EPS of $0.73 versus the $0.76 estimate and Q4 sales of $154.2M versus the $155.58M estimate.,2019-02-04,AEIS,1.0
Attention Biotech Investors: Mark Your Calendar For These February PDUFA Dates,2019-02-01,AGN,1.0
ALLETE Raises Qtr. Dividend From $0.56 To $0.5875/Share,2019-02-01,ALE,1.0
"Imperial Capital Upgrades Allegiant Travel to Outperform, Raises Price Target to $168",2019-02-01,ALGT,1.0
Non-Farm Payrolls Preview: When The Facts Change So Will The Perception,2019-02-01,ADP,1.0
64 Biggest Movers From Yesterday,2019-02-01,ABC,1.0
AmerisourceBergen shares are trading higher after the company beat Q1 EPS and sales estimates.,2019-01-31,ABC,1.0
"AmerisourceBergen Q1 EPS $1.60 Beats $1.50 Estimate, Sales $45.4B Beat $43.82B Estimate",2019-01-31,ABC,1.0
48 Stocks Moving In Thursday's Mid-Day Session,2019-01-31,ABC,1.0
"14 Stocks To Watch For January 31, 2019",2019-01-31,ABC,1.0
AmerisourceBergen Narrows FY19 Adj. EPS Guidance From $6.65-$6.95 To $6.65-$6.85 vs $6.78 Estimate,2019-01-31,ABC,1.0
"Automatic Data Q2 Adj. EPS $1.20 Beats $1.18 Estimate, Sales $3.506B Beat $3.44B Estimate",2019-01-30,ADP,1.0
AdvisorShares Eyes Marijuana ETF Listing,2019-01-30,ACT,1.0
Automatic Data Sees FY19 EPS Up 18%-20%,2019-01-30,ADP,1.0
"Earnings Scheduled For January 30, 2019",2019-01-30,ADP,1.0
ADP shares are trading higher after the company announced better than expected Q4 EPS and revenue results. The company expects 2019 EPS to increase 18% to 20%.,2019-01-30,ADP,1.0
"Gilead Sciences Reports 9.3% Passive Stake In Agenus Inc As Of Jan 23, 2019",2019-01-29,AGEN,0.0
Agilent Technologies Option Alert: Mar 15 $75 Calls at the Ask: 1000 @ $2.3 vs 33 OI; Earnings 2/20 After Close Ref=$73.74,2019-01-29,A,0.0
"Jacobs, AECOM Awarded Contract by Transport Scotland to  Lead its Second Strategic Transport Projects Review",2019-01-29,ACM,0.0
Needham Downgrades Adtran to Hold,2019-01-29,ADTN,0.0
Agenus To Launch First Asset-Backed Digital Security Offering,2019-01-29,AGEN,0.0
AbbVie Announces FDA Approval of IMBRUVICA Plus Obinutuzumab for Chronic Lymphocytic Leukemia/Small Lymphocytic Lymphoma in Previously Untreated Patien,2019-01-28,ABBV,0.0
Ambev shares are trading higher after after Goldman Sachs published a positive report on the stock.,2019-01-28,ABEV,0.0
Abbvie shares are continuing lower following a large sell off Friday due to worse than expected Q4 EPS and revenue results.,2019-01-28,ABBV,0.0
"Stocks Which Set New 52-Week High Mon., Jan. 28, 2019",2019-01-28,ACC,0.0
"Stocks Which Set New 52-Week Low Mon., Jan. 28, 2019",2019-01-28,ABBV,0.0
From AbbVie Q4 Earnings Conference Call: CEO Richard Gonzalez Says Rumors Of His Retirement Are False,2019-01-25,ABBV,1.0
"UPDATE: Coherus Says License Period In US Begins Dec. 15, 2023; Coherus Will Pay Royalties To AbbVie, But Financial Terms Not Disclosed",2019-01-25,ABBV,1.0
"From AbbVie Conference Call; Co. Says Humira Will Continue To Generate 'Strong Revenue', Driving Roughly $1B Of Growth In 2019",2019-01-25,ABBV,1.0
AbbVie shares are trading lower after the company missed Q4 EPS and sales estimates.,2019-01-25,ABBV,1.0
"From AbbVie Q4 Earnings Conference Call: Sees Q1 EPS $2.05-$2.07 vs $2.03 Estimate, Sales $7.7B vs $8B Est.",2019-01-25,ABBV,1.0
Semiconductor stocks are trading higher following strong earnings from multiple large companies in the space.,2019-01-24,ADI,1.0
"Stocks Which Set New 52-Week High Yesterday, Wed., Jan. 23, 2019",2019-01-24,ACC,1.0
Morgan Stanley Downgrades Alliance Data Systems to Underweight,2019-01-24,ADS,1.0
ABM Industries Wins a Contract to Install Water Meters for the Rainbow Municipal Water District in San Diego,2019-01-24,ABM,1.0
"ADTRAN Shares Spike Higher As Exec On Call Issues Correction Moving Q1 Sales Guidance Sharply Higher; Originally Said Q1 Sales Guidance For $100-$142M, But Was Supposed To Be $140M-$142M",2019-01-24,ADTN,1.0
"UBS Assumes AbbVie at Neutral, Lowers Price Target To $91",2019-01-23,ABBV,0.0
Adobe Acquires Allegorithmic; Terms Not Disclosed,2019-01-23,ADBE,0.0
"Acorda Therapeutics Amended 13D Filing From Scopia Capital Shows Cut Stake From ~7.1M Shares To ~4.8M Shares, Or 10.1% Stake",2019-01-23,ACOR,0.0
Advaxis shares are trading lower after the company reported the Phase 3 AIM2CERV study was put on partial clinical hold.,2019-01-23,ADXS,0.0
"Earnings Scheduled For January 23, 2019",2019-01-23,ADTN,0.0
Editas Medicine Tumbles 20% After CEO Steps Down,2019-01-22,AGN,0.0
Aurinia's Dry Eye Syndrome Drug Produces Mixed Results In Mid-Stage Trial,2019-01-22,AGN,0.0
"European Patent Office Site Appears To Show Alliqua Merger Partner, Adynxx, Has Been Granted European Patent For Its Drug Delivery Platform",2019-01-22,ALQA,0.0
"Citigroup Upgrades Apollo Investment to Neutral, Lowers Price Target to $14",2019-01-22,AINV,0.0
PreMarket Prep Opening Imbalance Update: Bank of America 386k Shares To Sell; GE 518k Shares To Sell; Morgan Stanley 274k To Sell; AIG 111k  To Sell; Alibaba 64k To Sell; AT&T 108k To Buy; General Motors 64k To Sell,2019-01-22,AIG,0.0
AbbVie Announces Phase 3 Study of Ibrutinib In Metastatic Pancreatic Cancer Did Not Meet Primary Endpoint Of Improving Progression-Free Survival,2019-01-18,ABBV,1.0
40 Stocks Moving In Friday's Pre-Market Session,2019-01-18,ACRX,1.0
48 Biggest Movers From Yesterday,2019-01-18,ADMP,1.0
40 Stocks Moving In Friday's Pre-Market Session,2019-01-18,ACH,1.0
Shares of semiconductor stocks are trading higher potentially due to renewed optimism in US-China relations.,2019-01-18,ADI,1.0
"Benzinga's Top Upgrades, Downgrades For January 17, 2019",2019-01-17,ABC,1.0
"Barrick Gold, GE, Netflix, XLF: 'Fast Money' Picks For January 17",2019-01-17,ABX,1.0
"Hearing M Science Initiated Positive Coverage On Adobe, Citing Revenue Strength; Unconfirmed",2019-01-17,ADBE,1.0
"Benzinga's Top Upgrades, Downgrades For January 17, 2019",2019-01-17,ADBE,1.0
"UBS Initiates Coverage On AmerisourceBergen with Buy Rating, Announces $89 Price Target",2019-01-17,ABC,1.0
Bunge Shares Fall 0.8% Following Report Archer-Daniels-Midland Not Pursuing 'Monster' Acquisitions At This Time Amid Valuations Which Are 'Too High',2019-01-16,ADM,1.0
"UPDATE: Archer-Daniels-Midland CEO Says Pursuing Growth Through Smaller Acquisitions, Joint Ventures",2019-01-16,ADM,1.0
Archer-Daniels-Midland Says Its The Wrong Time For 'Monster' Acquistions,2019-01-16,ADM,1.0
"Citigroup Upgrades Accenture to Buy, Raises Price Target to $169",2019-01-16,ACN,1.0
"Benzinga's Top Upgrades, Downgrades For January 16, 2019",2019-01-16,ACN,1.0
"Morgan Stanley Downgrades Autodesk to Equal-Weight, Lowers Price Target to $150",2019-01-15,ADSK,1.0
56 Biggest Movers From Yesterday,2019-01-15,ABAC,1.0
"Benzinga's Top Upgrades, Downgrades For January 15, 2019",2019-01-15,ADSK,1.0
"Benzinga's Top Upgrades, Downgrades For January 15, 2019",2019-01-15,AIG,1.0
"Alliance Data Systems Reports Dec. Average Receivables $17.418M, Down 2% Year Over Year, Net Charge-Offs As A Percent Of Average Receivables 5.4%",2019-01-15,ADS,1.0
"Renmin Tianli shares are trading higher after the company announced it entered an equity transfer agreement to acquire 40% equity interest in Dalian Lianhui Hotel by issuing 4,00,000 shares of Renmin Tianli common stock.",2019-01-14,ABAC,1.0
Renmin Tianli Group Reports Equity Transfer Deal For Purchase Of 40% Equity Interest In Dalian Lianhui Hotel By Issuing 4M Shares Of Renmin Tianli Common Stock,2019-01-14,ABAC,1.0
Mid-Day Market Update: PG&E Drops After Announcing Bankruptcy Proceedings; Microbot Medical Shares Jump,2019-01-14,ABAC,1.0
41 Stocks Moving In Monday's Mid-Day Session,2019-01-14,ABAC,1.0
"Stocks Trading Ex Dividend For Mon., Jan. 14, 2019",2019-01-14,ABBV,1.0
Flotek Reports Sale Of Its Florida Chemical Co. To Archer Daniels Midland For $175M In Cash,2019-01-11,ADM,1.0
"Stocks That Will Be Trading Ex Dividend Mon., Jan. 14, 2019",2019-01-11,ABBV,1.0
Raymond James Upgrades Ares Commercial Real to Strong Buy,2019-01-11,ACRE,1.0
CL King Downgrades ABM Industries to Neutral,2019-01-11,ABM,1.0
"The Daily Biotech Pulse: Agile Gives Regulatory Update On Contraceptive Patch, Advaxis Misses Estimates, Ocular Submits sNDA",2019-01-11,ADXS,1.0
"Global Airfreight Continues In So-So Form As Trade Tensions, Slow Demand Weigh",2019-01-10,AAWW,1.0
Morgan Stanley's Key CES Takeaways For Semi Companies,2019-01-10,ADI,1.0
Arch Capital Group Sees Pre-Tax Catastrophe Losses Of $110M-$130M Due To Hurricane Michael And California Wildfires,2019-01-10,ACGL,1.0
ACADIA Pharmaceuticals Option Alert: Mar 15 $23 Calls Sweep (9) near the Ask: 500 @ $1.6 vs 303 OI; Earnings 2/26 After Close [est] Ref=$20.53,2019-01-10,ACAD,1.0
Advaxis FY18 EPS $(1.29) vs $(2.31) In Same Qtr. Last Year,2019-01-10,ADXS,1.0
"AbbVie Exec Speaking At JP Morgan Healthcare Conference Says Sees Non-Humira Sales Growing To $35B+ In 2025, Sees Mavyret Remaining A Strong Source Of Cash Flow Over Long-Term",2019-01-09,ABBV,1.0
Bank of America Earlier Upgraded Advance Auto Parts to Buy,2019-01-09,AAP,1.0
"Accenture To Acquire Business and Technology Consultancy, Orbium; Terms Not Disclosed",2019-01-09,ACN,1.0
"Barclays Upgrades Arch Capital Group to Overweight, Raises Price Target to $32",2019-01-09,ACGL,1.0
Acasti Pharma Awarded Broad Composition-of-Matter And Method Of Use Patents By European Patent Office,2019-01-09,ACST,1.0
Goldman Sachs Shares Semiconductor Stock Picks For A Challenging 2019,2019-01-08,ADI,1.0
Accenture shares are trading higher after Bank of America upgraded the company's stock from Neutral to Buy.,2019-01-08,ACN,1.0
"Benzinga's Top Upgrades, Downgrades For January 8, 2019",2019-01-08,ACN,1.0
Bank of America Upgrades Accenture to Buy,2019-01-08,ACN,1.0
Raymond James Upgrades Agree Realty to Strong Buy,2019-01-08,ADC,1.0
"Pivotal Forecasts Good Year For Online Ads, Upgrades Adobe, Alphabet, Salesforce",2019-01-07,ADBE,1.0
"Benzinga's Top Upgrades, Downgrades For January 7, 2019",2019-01-07,ADBE,1.0
"Barclays Upgrades Advance Auto Parts to Overweight, Raises Price Target to $205",2019-01-07,AAP,1.0
10 Biggest Price Target Changes For Monday,2019-01-07,AAP,1.0
"Benzinga's Top Upgrades, Downgrades For January 7, 2019",2019-01-07,AAP,1.0
58 Biggest Movers From Yesterday,2019-01-04,AGEN,1.0
UPDATE: Aerie Says Netarsudil Solution 'lowered IOP in mean diurnal IOP by a range of 5.0 to 5.3 mmHg for subjects with an average baseline IOP of 18.3 mmHg',2019-01-04,AERI,1.0
RBC Capital Downgrades Analog Devices to Sector Perform,2019-01-04,ADI,1.0
"Benzinga's Top Upgrades, Downgrades For January 4, 2019",2019-01-04,ADI,1.0
Aerie Pharma Reports Topline Results From Phase 2 Study Of Netarsudil In Japan,2019-01-04,AERI,1.0
AbbVie Reports Strategic Collaboration With Tizona Therapeutics To Develop First-In-Class Immunotherapy For Cancer Targeting CD39,2019-01-03,ABBV,0.0
Bank of America Downgrades AbbVie to Neutral,2019-01-03,ABBV,0.0
"Deutsche Bank Initiates Coverage On Acadia Healthcare Co with Hold Rating, Announces $27 Price Target",2019-01-03,ACHC,0.0
"Needham Initiates Coverage On Agilent Technologies with Buy Rating, Announces $77 Price Target",2019-01-03,A,0.0
66 Biggest Movers From Yesterday,2019-01-03,ABAC,0.0
Renmin Tianli Group shares are trading higher after the company entered into a purchase agreement to acquire a portfolio of industrial and residential properties.,2019-01-02,ABAC,1.0
Mid-Morning Market Update: Markets Open Lower; Omega Healthcare Investors to Buy MedEquities Realty Trust,2019-01-02,ABAC,1.0
"The Year In Retail: Struggling Department Stores, A Smartwatch Success And Predictions",2019-01-02,AAP,1.0
Mid-Day Market Update: Crude Oil Up Over 3%; Prana Biotechnology Shares Jump,2019-01-02,ABAC,1.0
45 Stocks Moving In Wednesday's Mid-Day Session,2019-01-02,ABAC,1.0
The Best And Worst Stocks Of 2018,2018-12-31,AAP,1.0
Adamis Pharma Reports Submission Of New Drug Application For Its Naloxone Pre-Filled Syringe,2018-12-31,ADMP,1.0
Attention Biotech Investors: Mark Your Calendar For These January PDUFA Dates,2018-12-31,ACOR,1.0
"Acasti Pharma Reports 100+ Patients Have Completed 6-Month Treatment Plan Related To TRILOGY Phase 3 Trials Of CaPre For Severe Hypertriglyceridemia, 65% Randomization Level Exceeded",2018-12-31,ACST,1.0
"Transport In 2018: The Year That ELDs, The Economy And The Driver Squeeze All Came Together",2018-12-31,AAWW,1.0
Addvantage Technologies shares are trading higher after the company announced it plans to sell its cable TV segment operations to Leveling 8 for $10.8 million; This news appears to offset the company's year-over-year decrease in Q4 EPS and sales.,2018-12-28,AEY,0.0
A Peek Into The Markets: US Stock Futures Climb Ahead Of Economic Reports,2018-12-28,ADBE,0.0
DZ Bank Upgrades Adobe to Buy,2018-12-28,ADBE,0.0
"Benzinga's Top Upgrades, Downgrades For December 28, 2018",2018-12-28,ADBE,0.0
26 Stocks Moving In Friday's Mid-Day Session,2018-12-28,AEY,0.0
54 Biggest Movers From Yesterday,2018-12-27,AEO,1.0
"ADDvantage Technologies To Acquire Two Turn-key Wireless Infrastructure Services Businesses – Fulton Technologies, Inc. And Mill City Communications, Inc. For $1.7M",2018-12-27,AEY,1.0
Biggest Price Target Changes For Thursday,2018-12-27,ADSK,1.0
Addvantage Technologies shares are trading higher after the company announced it plans to sell its cable TV segment operations to Leveling 8 for $10.8 million.,2018-12-27,AEY,1.0
ADDvantage Technologies Reports Will Sell Its Cable TV Segment Operations To Leveling 8 For $10.3M,2018-12-27,AEY,1.0
"Acorda's Prospects Remain Dubious Despite Inbrija Approval, Says Bearish Raymond James",2018-12-26,ACOR,1.0
Amazon Sets Holiday Shopping Records,2018-12-26,AEO,1.0
Standpoint Research Initiates Coverage On AbbVie with Buy Rating,2018-12-26,ABBV,1.0
Cloud computing stocks are trading higher after new positive market forecast research from the Global Cloud Computing Industry.,2018-12-26,ADBE,1.0
55 Biggest Movers From Monday,2018-12-26,ACOR,1.0
Mid-Morning Market Update: Markets Open Lower; Vista Equity Partners to Acquire Mindbody For $36.50/Share,2018-12-24,ACOR,0.0
40 Stocks Moving In Monday's Mid-Day Session,2018-12-24,ACOR,0.0
Acorda Therapeutics shares are trading higher after announcing FDA approval of INBRIJA.,2018-12-24,ACOR,0.0
5 Biggest Price Target Changes For Monday,2018-12-24,ACN,0.0
"AbbVie Announces a Partnership with Lupin to Develop an Oncology Drug, AbbView to Make a $30M Upfront Payment",2018-12-24,ABBV,0.0
"The Daily Biotech Pulse: Proteostasis Delays Data, Akron Gets New CEO, Pfizer Halts Vaccine Trial",2018-12-21,ACHN,0.0
"Amazon to Lease 10 More Freighters From ATSG; Firms to Deepen Financial, Operational Ties",2018-12-21,AAWW,0.0
TAC Adds New Air Freight Pricing Routes,2018-12-21,AAWW,0.0
ATSG to Acquire 20 767s and Convert Them to Freighters; Destination Unclear Though Amazon May Want Some,2018-12-21,AAWW,0.0
30 Stocks Moving In Friday's Pre-Market Session,2018-12-21,AAP,0.0
AbbVie shares are trading up 3.1% after the company submitted a New Drug Application to the FDA and a Marketing Authorization Application to the EMA for Upadacitinib for Rheumatoid Arthritis.,2018-12-20,ABBV,0.0
AbbVie Submits New Drug Application FDA And Marketing Authorization Application To EMA For Upadacitinib For Rheumatoid Arthritis,2018-12-20,ABBV,0.0
"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",2018-12-20,AAOI,0.0
"Amazon Challenges FedEx, UPS With New Air Freight Hub",2018-12-20,AAWW,0.0
"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 20, 2018",2018-12-20,AAWW,0.0
"Stocks Which Set New 52-Week Low Yesterday, Tues., Dec. 18, 2018",2018-12-19,AAWW,0.0
"Stocks That Will Be Trading Ex Dividend Thurs., Dec. 20, 2018",2018-12-19,AAP,0.0
Mid-Afternoon Market Update: U.S. Stocks Turn Negative After Fed Hikes Interest Rates; Dow Tumbles Over 300 Points,2018-12-19,ABM,0.0
44 Stocks Moving In Wednesday's Mid-Day Session,2018-12-19,ABM,0.0
Mid-Day Market Update: Crude Oil Up Over 3%; FedEx Shares Plunge,2018-12-19,ABM,0.0
"Stocks That Will Be Trading Ex Dividend Wed., Dec. 19, 2018",2018-12-18,AAN,0.0
"ABM Industries Incorporated Q4 Adj. EPS $0.58 Up From $0.37 YoY, Sales $1.65B Miss $1.68B Estimate",2018-12-18,ABM,0.0
"Earnings Scheduled For December 18, 2018",2018-12-18,ABM,0.0
ABM Industries Sees FY19 Adj. EPS $1.90-$2.05 vs $2.05 Est.,2018-12-18,ABM,0.0
"Stocks That Will Be Trading Ex Dividend Wed., Dec. 19, 2018",2018-12-18,ABEV,0.0
Mid-Afternoon Market Update: Dow Down Over 350 Points; Sophiris Bio Shares Plummet,2018-12-17,ABB,0.0
Mid-Day Market Update: Crude Oil Down Over 1%; Diffusion Pharmaceuticals Shares Spike Higher,2018-12-17,ABB,0.0
"Stocks Which Set New 52-Week Low Last Trading Session, Fri., Dec. 14, 2018",2018-12-17,AAWW,0.0
